date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue
2020-04-09,google,cpc,Не определено,Мобайл,no,no,2799,1779,4330,866,490,53,60368
2020-04-09,yandex,organic,Не определено,Мобайл,no,no,3302,1591,5210,1044,592,87,91387
2020-04-09,(direct),(none),Не определено,Мобайл,no,no,1611,1023,1290,258,146,22,18302
2020-04-09,admitad,cpa,Не определено,Мобайл,no,no,1078,639,380,76,42,6,4171
2020-04-09,google,cpc,Не определено,Десктоп,no,no,1686,859,2590,518,343,36,40814
2020-04-09,yandex,cpc,Не определено,Десктоп,no,no,3637,1887,6360,1276,521,105,131982
2020-04-09,admitad,cpa,Не определено,Мобайл,yes,no,799,181,1810,364,312,35,34744
2020-04-09,google,organic,Не определено,Десктоп,no,no,3127,1367,5750,1150,510,97,107827
2020-04-09,yandex,organic,Не определено,Десктоп,no,no,2307,1145,3170,632,279,53,61118
2020-04-09,google,organic,Не определено,Десктоп,yes,no,3938,539,11000,2196,1137,242,242116
2020-05-20,google,cpc,Не определено,Десктоп,no,no,1345,653,3330,666,275,39,56350
2020-05-20,yandex,organic,Не определено,Мобайл,no,no,3057,1408,5300,1060,662,100,97898
2020-05-20,cityads,cpa,Не определено,Мобайл,yes,no,228,46,500,100,92,12,13723
2020-05-20,yandex,organic,Не определено,Мобайл,no,yes,163,22,340,68,38,8,8326
2020-05-20,google,cpc,Не определено,Мобайл,no,no,3008,1502,5610,1122,603,101,114854
2020-05-20,google,organic,Не определено,Мобайл,no,no,5207,2140,7440,1486,1071,174,186571
2020-05-20,admitad,cpa,Не определено,Мобайл,no,no,2105,959,350,70,49,8,6899
2020-05-20,(direct),(none),Не определено,Мобайл,no,no,1513,830,1630,326,239,35,37658
2020-05-20,google,organic,Не определено,Десктоп,yes,no,2945,419,8000,1600,937,171,197332
2020-05-20,admitad,cpa,Не определено,Мобайл,yes,no,1162,214,2570,514,472,68,81796
2020-05-20,google,organic,Не определено,Десктоп,no,no,3836,1445,7700,1540,759,145,157669
2020-05-20,google,organic,Не определено,Мобайл,yes,no,2746,469,7360,1472,1203,150,165454
2020-05-20,yandex,cpc,Не определено,Десктоп,no,no,3640,1597,8780,1756,777,139,174079
2020-05-20,(direct),(none),Не определено,Десктоп,yes,no,1150,168,2850,570,553,54,67681
2020-05-20,yandex,organic,Не определено,Десктоп,no,no,2482,1210,4650,928,422,66,63969
2020-05-20,google,cpc,Не определено,Десктоп,yes,no,1859,453,5420,1084,575,87,102706
2020-05-20,(direct),(none),Не определено,Десктоп,no,no,1144,567,1540,310,249,41,39279
2020-05-20,yandex,cpc,Не определено,Мобайл,no,no,3591,1692,6940,1388,803,120,127960
2020-05-20,yandex,cpc,Не определено,Десктоп,yes,no,3326,673,10370,2072,1124,179,217096
2020-02-05,google,cpc,Не определено,Мобайл,yes,no,923,200,2850,570,394,51,66774
2020-02-05,yandex,cpc,Не определено,Мобайл,yes,no,1321,243,3950,788,576,76,102379
2020-02-05,admitad,cpa,Не определено,Мобайл,yes,no,775,167,1610,322,314,41,47275
2020-02-05,(direct),(none),Не определено,Мобайл,no,no,1539,909,1560,312,217,41,48177
2020-02-05,admitad,cpa,Не определено,Мобайл,no,no,1286,766,530,106,66,8,8279
2020-02-05,google,organic,Не определено,Мобайл,no,no,4231,2044,6050,1208,867,139,140094
2020-02-05,yandex,cpc,Не определено,Мобайл,no,no,2502,1317,4250,850,536,78,88623
2020-02-05,yandex,organic,Не определено,Десктоп,no,no,2312,1115,4620,924,407,87,122620
2020-02-05,google,cpc,Не определено,Мобайл,no,no,2376,1202,4880,974,530,83,98852
2020-02-05,google,organic,Не определено,Мобайл,yes,no,1898,358,4200,842,783,90,104257
2020-02-05,yandex,organic,Не определено,Мобайл,no,no,2990,1362,5450,1090,694,110,119996
2020-02-05,eLama,cpc,Не определено,Мобайл,yes,no,110,28,400,80,55,6,8506
2020-02-05,(direct),(none),Не определено,Мобайл,yes,no,816,182,2250,450,348,40,55464
2020-02-05,(direct),(none),Не определено,Десктоп,no,no,1060,538,1650,330,229,52,68402
2020-02-05,yandex,cpc,Не определено,Десктоп,yes,no,1698,247,5060,1012,634,116,172818
2020-02-05,google,organic,Не определено,Десктоп,yes,no,2032,313,5410,1082,623,124,164746
2020-02-05,google,cpc,Не определено,Десктоп,no,no,1723,674,4760,952,347,71,133726
2020-02-05,yandex,cpc,Не определено,Десктоп,no,no,2618,1260,6140,1228,473,102,190579
2020-02-05,google,organic,Не определено,Десктоп,no,no,3332,1325,8030,1604,640,123,175478
2020-02-05,(direct),(none),Не определено,Десктоп,yes,no,887,230,2370,474,212,45,64233
2020-08-17,google,organic,Не определено,Мобайл,yes,no,1351,380,3760,752,1305,46,52876
2020-08-17,yandex,cpc,Не определено,Мобайл,yes,no,1339,419,4390,878,1061,30,47412
2020-08-17,yandex,organic,Доставка есть,Мобайл,no,no,815,98,2480,496,609,64,75716
2020-08-17,google,organic,Не определено,Мобайл,no,no,4191,2147,4870,974,1403,84,73323
2020-08-17,yandex,cpc,Не определено,Мобайл,no,no,2672,1565,3920,784,892,49,45274
2020-08-17,co-promo,email,Не определено,Мобайл,no,no,4231,2987,1040,208,139,1,839
2020-08-17,yandex,organic,Не определено,Мобайл,no,no,2706,1522,3730,746,965,59,56254
2020-08-17,google,cpc,Не определено,Мобайл,no,no,2306,1369,4000,800,598,44,41285
2020-08-17,(direct),(none),Не определено,Мобайл,no,no,1456,881,2010,402,287,23,19129
2020-08-17,co-promo,email,Не определено,Мобайл,yes,no,1425,615,1490,298,394,10,12019
2020-08-17,google,organic,Доставка есть,Мобайл,yes,no,1253,117,3430,686,1264,87,108054
2020-08-17,google,cpc,Не определено,Мобайл,yes,no,898,257,2310,462,674,24,24792
2020-08-17,yandex,cpc,Доставка есть,Мобайл,no,no,864,100,2740,546,564,73,121513
2020-08-17,admitad,cpa,Не определено,Мобайл,no,no,1578,871,270,54,99,4,3911
2020-08-17,eLama,cpc,Не определено,Мобайл,no,no,378,214,970,194,136,7,7348
2020-08-17,admitad,cpa,Не определено,Десктоп,yes,no,895,219,2110,422,354,45,63083
2020-08-17,google,cpc,Не определено,Десктоп,yes,no,1138,396,4390,876,282,37,54776
2020-08-17,yandex,organic,Не определено,Десктоп,no,no,1678,861,3580,716,436,52,73870
2020-08-17,co-promo,email,Не определено,Десктоп,no,no,1880,1237,520,104,40,2,3683
2020-08-17,(direct),(none),Не определено,Десктоп,no,no,792,389,1630,322,203,28,35676
2020-08-17,google,organic,Не определено,Десктоп,no,no,2011,846,4640,928,582,69,98265
2020-08-17,co-promo,email,Не определено,Десктоп,yes,no,666,183,2060,412,184,19,27714
2020-02-12,google,cpc,Не определено,Мобайл,no,no,1406,280,5120,1022,583,77,86870
2020-02-12,google,organic,Не определено,Мобайл,no,no,2290,445,7450,1486,892,153,149383
2020-02-12,google,cpc,Не определено,Мобайл,yes,no,673,85,1850,370,262,41,52182
2020-02-12,yandex,organic,Не определено,Мобайл,no,no,1330,257,4770,952,510,73,90536
2020-02-12,eLama,cpc,Не определено,Десктоп,no,no,104,16,560,112,31,6,5754
2020-02-12,yandex,organic,Не определено,Мобайл,yes,no,985,101,2810,564,453,57,65039
2020-02-12,google,cpc,Доставка есть,Мобайл,no,no,236,31,570,114,110,21,23395
2020-02-12,yandex,cpc,Не определено,Мобайл,no,no,1367,265,4920,984,515,81,105176
2020-02-12,yandex,organic,Не определено,Десктоп,no,no,1740,265,6600,1316,563,101,137137
2020-02-12,google,cpc,Не определено,Десктоп,no,no,1336,189,5350,1070,337,67,86627
2020-02-12,admitad,cpa,Не определено,Десктоп,yes,no,1291,149,2360,472,381,84,101339
2020-02-12,google,organic,Не определено,Десктоп,yes,no,1678,175,4620,924,438,83,114117
2020-02-12,google,organic,Не определено,Десктоп,no,no,2492,370,9300,1860,684,134,160336
2020-02-12,yandex,cpc,Не определено,Десктоп,no,no,2032,296,8450,1688,563,111,182599
2020-09-08,yandex,organic,Не определено,Мобайл,no,no,5404,1347,3400,680,750,55,55492
2020-09-08,google,cpc,Не определено,Мобайл,yes,no,4340,828,3370,674,716,34,26956
2020-09-08,admitad,cpa,Не определено,Мобайл,yes,no,2126,310,2040,408,638,30,35314
2020-09-08,google,organic,Не определено,Мобайл,no,no,8169,1961,4850,972,1282,92,77836
2020-09-08,google,cpc,Не определено,Мобайл,no,no,1620,483,1090,218,200,13,9180
2020-09-08,yandex,organic,Доставка есть,Мобайл,no,no,1430,100,2330,466,521,68,81563
2020-09-08,eLama,cpc,Доставка есть,Мобайл,no,no,216,23,340,68,92,13,12480
2020-09-08,google,organic,Не определено,Мобайл,yes,no,4457,682,4000,800,1215,53,61619
2020-09-08,yandex,cpc,Доставка есть,Мобайл,yes,no,3673,164,5220,1044,1460,85,140569
2020-09-08,yandex,organic,Не определено,Мобайл,yes,no,2618,423,2620,524,728,31,39053
2020-09-08,yandex,cpc,Не определено,Мобайл,no,no,1928,609,1450,290,288,23,22023
2020-09-08,yandex,cpc,Не определено,Мобайл,yes,no,6335,1042,5430,1086,1243,44,48696
2020-09-08,cityads,cpa,Не определено,Мобайл,yes,no,500,66,360,72,136,10,15431
2020-09-08,google,organic,Доставка есть,Мобайл,yes,no,2309,112,2740,548,973,71,80183
2020-09-08,(direct),(none),Доставка есть,Мобайл,yes,no,329,15,430,86,106,12,25207
2020-09-08,google,organic,Доставка есть,Мобайл,no,no,2075,149,3540,708,862,108,126180
2020-09-08,google,organic,Не определено,Десктоп,no,no,2975,884,4390,868,595,71,82613
2020-09-08,google,organic,Не определено,Десктоп,yes,no,1843,491,4200,840,509,58,82832
2020-09-08,google,cpc,Не определено,Десктоп,yes,no,1133,310,2860,572,311,24,30664
2020-09-08,yandex,organic,Не определено,Десктоп,yes,no,1273,292,3240,646,404,55,64354
2020-09-08,yandex,cpc,Не определено,Десктоп,yes,no,3543,908,8560,1710,864,84,102467
2020-09-08,(direct),(none),Не определено,Десктоп,no,no,969,411,1440,262,208,34,35292
2020-09-08,yandex,organic,Не определено,Десктоп,no,no,2020,860,2810,554,326,36,42019
2020-09-08,yandex,cpc,Не определено,Десктоп,no,no,852,403,850,170,151,15,11732
2020-09-08,admitad,cpa,Не определено,Десктоп,yes,no,1385,249,2990,598,467,70,92415
2020-09-08,google,cpc,Доставка есть,Десктоп,yes,no,498,52,1940,386,364,25,39538
2020-02-25,google,cpc,Не определено,Мобайл,no,no,2769,1486,5910,1182,529,77,133434
2020-02-25,(direct),(none),Не определено,Мобайл,no,no,1932,1189,2360,472,237,36,43191
2020-02-25,yandex,organic,Не определено,Мобайл,no,no,2944,1428,5040,1008,603,101,138785
2020-02-25,admitad,cpa,Не определено,Мобайл,no,no,1058,627,500,98,86,10,12446
2020-02-25,google,organic,Не определено,Мобайл,no,no,5061,2521,8400,1680,831,138,195782
2020-02-25,yandex,organic,Не определено,Десктоп,no,no,2764,1239,6680,1336,433,89,150716
2020-02-25,yandex,cpc,Не определено,Мобайл,no,no,2948,1546,6050,1212,612,99,156006
2020-02-25,admitad,cpa,Не определено,Мобайл,yes,no,791,171,1150,230,252,39,49305
2020-02-25,(direct),(none),Не определено,Десктоп,yes,no,962,156,3020,604,268,50,91483
2020-02-25,google,organic,Не определено,Десктоп,no,no,4204,1549,10780,2154,719,155,365018
2020-02-25,(direct),(none),Не определено,Десктоп,no,no,1597,751,2920,584,254,57,105370
2020-02-25,yandex,cpc,Не определено,Десктоп,no,no,3650,1727,9600,1918,561,129,323348
2020-03-07,yandex,cpc,Не определено,Десктоп,no,no,3002,1423,7400,1472,588,127,158787
2020-03-07,google,cpc,Доставка есть,Мобайл,no,no,440,54,1350,270,190,33,42383
2020-03-07,yandex,cpc,Не определено,Мобайл,no,no,5266,2765,10030,2004,1125,183,221177
2020-03-07,google,organic,Не определено,Мобайл,yes,no,6162,1132,15380,3074,2377,384,409890
2020-03-07,google,organic,Не определено,Мобайл,no,no,7698,3689,11890,2378,1553,296,309269
2020-03-07,(direct),(none),Не определено,Мобайл,yes,no,2258,510,6290,1258,803,137,162419
2020-03-07,yandex,cpc,Не определено,Мобайл,yes,no,4445,870,13900,2782,1851,295,338584
2020-03-07,eLama,cpc,Не определено,Мобайл,no,no,577,316,1260,250,139,26,32928
2020-03-07,(direct),(none),Не определено,Мобайл,no,no,2907,1525,3950,790,495,90,91514
2020-03-07,yandex,organic,Не определено,Мобайл,no,no,5729,2680,10300,2060,1310,218,217456
2020-03-07,google,cpc,Не определено,Мобайл,no,no,4485,2381,8960,1790,918,154,190857
2020-03-07,admitad,cpa,Не определено,Мобайл,no,no,1969,1193,700,140,128,15,11575
2020-03-07,cityads,cpa,Не определено,Мобайл,yes,no,503,82,1120,224,182,24,28958
2020-03-07,yandex,organic,Не определено,Мобайл,yes,no,3967,779,11330,2268,1625,263,288217
2020-03-07,google,organic,Не определено,Десктоп,no,no,3873,1576,8070,1614,829,177,197053
2020-03-07,admitad,cpa,Не определено,Мобайл,yes,no,1727,414,3080,616,582,91,101643
2020-03-07,eLama,cpc,Не определено,Мобайл,yes,no,279,68,780,156,121,19,18244
2020-03-07,yandex,organic,Доставка есть,Десктоп,no,no,297,32,910,182,110,28,33843
2020-03-07,google,cpc,Не определено,Десктоп,no,no,1805,846,3870,776,381,74,96186
2020-03-07,google,organic,Не определено,Десктоп,yes,no,3750,549,12190,2434,1251,239,284011
2020-03-07,yandex,organic,Не определено,Десктоп,no,no,2924,1300,5790,1158,622,141,141032
2020-03-07,yandex,cpc,Не определено,Десктоп,yes,no,3912,555,12790,2552,1243,253,304131
2020-03-07,(direct),(none),Не определено,Десктоп,no,no,1236,578,1910,376,293,68,80696
2020-07-27,google,organic,Доставка есть,Мобайл,no,no,1455,166,4700,940,1000,120,155283
2020-07-27,(direct),(none),Не определено,Мобайл,yes,no,622,149,1860,374,552,36,42110
2020-07-27,google,organic,Не определено,Мобайл,yes,no,1694,442,4420,884,1447,71,76393
2020-07-27,admitad,cpa,Не определено,Мобайл,no,no,1695,949,330,66,139,4,3228
2020-07-27,google,organic,Не определено,Мобайл,no,no,5483,2685,7140,1428,1867,140,117026
2020-07-27,google,cpc,Не определено,Мобайл,no,no,2309,1392,2990,598,595,36,38189
2020-07-27,yandex,organic,Доставка есть,Мобайл,no,no,783,105,2420,484,600,76,107694
2020-07-27,yandex,cpc,Не определено,Мобайл,no,no,2999,1704,3780,756,793,50,56289
2020-07-27,yandex,organic,Не определено,Мобайл,no,no,3319,1746,5230,1046,1329,78,83656
2020-07-27,yandex,cpc,Не определено,Мобайл,yes,no,1409,427,4450,888,1383,44,43740
2020-07-27,(direct),(none),Не определено,Мобайл,no,no,1596,1014,1810,364,323,26,25748
2020-07-27,google,organic,Не определено,Десктоп,no,no,2305,974,5530,1106,609,90,114396
2020-07-27,yandex,cpc,Не определено,Десктоп,no,no,798,440,1450,290,134,17,29412
2020-07-27,google,cpc,Не определено,Десктоп,no,no,213,130,550,110,41,4,2916
2020-07-27,yandex,organic,Не определено,Десктоп,no,no,1844,945,4080,814,424,61,73456
2020-07-27,google,cpc,Не определено,Десктоп,yes,no,893,316,2730,544,337,42,48750
2020-07-31,google,organic,Доставка есть,Мобайл,yes,no,1985,193,5380,1076,1830,166,204597
2020-07-31,yandex,cpc,Доставка есть,Мобайл,no,no,1410,153,4240,846,880,121,160636
2020-07-31,(direct),(none),Доставка есть,Мобайл,yes,no,450,44,1150,230,345,39,45181
2020-07-31,google,organic,Доставка есть,Мобайл,no,no,1820,219,5350,1070,1226,187,220029
2020-07-31,google,organic,Не определено,Мобайл,no,no,6027,2893,7850,1568,2142,148,131390
2020-07-31,google,cpc,Доставка есть,Мобайл,no,no,1016,126,3290,658,710,95,115430
2020-07-31,yandex,organic,Не определено,Мобайл,no,no,4096,2141,5760,1154,1552,124,113235
2020-07-31,yandex,cpc,Не определено,Мобайл,yes,no,2213,579,6770,1356,1961,74,92603
2020-07-31,google,cpc,Не определено,Мобайл,no,no,3284,1917,4100,820,771,50,46568
2020-07-31,(direct),(none),Не определено,Мобайл,no,no,1716,1068,1640,328,334,33,29007
2020-07-31,admitad,cpa,Не определено,Мобайл,no,no,2006,1174,430,86,161,4,3983
2020-07-31,yandex,organic,Доставка есть,Мобайл,yes,no,1483,134,4260,848,1324,122,172086
2020-07-31,yandex,organic,Не определено,Мобайл,yes,no,1686,418,5080,1014,1578,69,73259
2020-07-31,eLama,cpc,Не определено,Мобайл,no,no,322,194,640,128,105,3,1762
2020-07-31,yandex,cpc,Не определено,Мобайл,no,no,4071,2194,5620,1124,1069,85,88673
2020-07-31,google,organic,Не определено,Мобайл,yes,no,2156,559,5810,1162,2088,89,101127
2020-07-31,yandex,organic,Доставка есть,Десктоп,yes,no,826,69,2590,516,463,63,86935
2020-07-31,google,organic,Не определено,Десктоп,no,yes,230,37,600,120,59,12,14613
2020-07-31,(direct),(none),Не определено,Десктоп,no,no,950,437,1950,384,281,48,67556
2020-07-31,google,organic,Не определено,Десктоп,no,no,2843,1177,7110,1422,903,126,152119
2020-07-31,admitad,cpa,Не определено,Десктоп,no,no,469,220,620,124,96,11,10054
2020-07-31,yandex,cpc,Не определено,Десктоп,no,no,957,532,1500,300,204,24,30636
2020-07-31,yandex,cpc,Не определено,Десктоп,yes,no,3581,1183,12000,2402,1351,141,193720
2020-07-31,google,cpc,Не определено,Десктоп,yes,no,1579,575,5150,1028,534,61,77856
2020-04-27,admitad,cpa,Не определено,Мобайл,yes,no,1242,241,2590,518,412,51,53564
2020-04-27,google,cpc,Доставка есть,Мобайл,no,no,249,27,530,106,87,21,25206
2020-04-27,google,organic,Не определено,Десктоп,yes,no,3383,466,9310,1860,1044,178,184795
2020-04-27,yandex,cpc,Не определено,Мобайл,no,no,3099,1653,4770,954,540,81,95196
2020-04-27,yandex,organic,Не определено,Мобайл,yes,no,2288,429,5920,1184,952,125,139401
2020-04-27,google,organic,Не определено,Мобайл,no,no,5275,2411,7040,1406,864,133,116337
2020-04-27,google,cpc,Не определено,Десктоп,no,no,1287,673,2310,462,189,28,40215
2020-04-27,yandex,organic,Не определено,Десктоп,no,no,2383,1194,3600,718,385,63,70066
2020-04-27,yandex,organic,Не определено,Мобайл,no,no,3436,1596,4770,956,698,92,94795
2020-04-27,(direct),(none),Не определено,Десктоп,no,no,1096,599,1520,304,218,35,33199
2020-04-27,yandex,cpc,Не определено,Десктоп,yes,no,3497,514,11040,2208,1099,188,213517
2020-04-27,yandex,cpc,Не определено,Мобайл,yes,no,3579,607,11220,2244,1442,173,191597
2020-04-27,google,organic,Не определено,Мобайл,yes,no,3970,706,9540,1908,1597,199,197079
2020-04-27,google,cpc,Не определено,Мобайл,no,no,2356,1346,3160,632,377,55,62322
2020-04-27,(direct),(none),Не определено,Мобайл,no,no,1914,1198,1510,302,147,17,18796
2020-04-27,yandex,cpc,Доставка есть,Десктоп,yes,no,639,55,1590,320,227,43,44964
2020-04-27,promo,email,Не определено,Десктоп,yes,no,343,86,1000,200,58,10,13653
2020-04-27,yandex,organic,Не определено,Десктоп,yes,no,2079,313,6620,1322,688,118,120095
2020-04-27,admitad,cpa,Не определено,Десктоп,no,no,870,442,320,64,33,5,4052
2020-04-27,google,organic,Не определено,Десктоп,no,no,2954,1202,4700,936,460,78,84437
2020-04-27,yandex,cpc,Не определено,Десктоп,no,no,3279,1494,7200,1440,598,98,133459
2020-06-27,yandex,cpc,Не определено,Десктоп,yes,yes,304,35,880,176,94,10,17044
2020-06-27,yandex,cpc,Доставка есть,Десктоп,no,no,239,29,850,170,181,20,24175
2020-06-27,google,organic,Доставка есть,Мобайл,yes,no,2031,188,5230,1046,1681,166,190128
2020-06-27,google,organic,Доставка есть,Мобайл,no,no,1836,216,5280,1056,1236,171,200859
2020-06-27,promo,email,Доставка есть,Мобайл,yes,no,95,7,300,60,72,7,9040
2020-06-27,google,cpc,Не определено,Мобайл,no,no,2985,1758,4690,938,797,60,54241
2020-06-27,yandex,cpc,Доставка есть,Десктоп,yes,no,1372,128,4940,986,952,89,111343
2020-06-27,admitad,cpa,Не определено,Мобайл,no,no,2237,1324,560,112,191,13,9439
2020-06-27,eLama,cpc,Не определено,Десктоп,no,no,207,103,590,118,51,9,8311
2020-06-27,yandex,organic,Не определено,Десктоп,no,no,2021,967,4570,914,669,78,87383
2020-06-27,admitad,cpa,Не определено,Мобайл,yes,no,1258,330,3100,620,831,61,67442
2020-06-27,yandex,organic,Не определено,Мобайл,no,no,4162,2088,5980,1196,1539,127,116076
2020-06-27,yandex,organic,Не определено,Мобайл,yes,no,1722,405,5660,1132,1354,72,85569
2020-06-27,yandex,cpc,Не определено,Мобайл,yes,no,1944,529,6380,1276,1492,69,84440
2020-06-27,google,organic,Не определено,Мобайл,no,no,6178,3055,7670,1530,2151,163,147808
2020-06-27,google,organic,Не определено,Мобайл,yes,no,2959,670,8570,1716,2368,125,141054
2020-06-27,(direct),(none),Не определено,Мобайл,no,no,1705,986,2120,422,490,50,50049
2020-06-27,yandex,cpc,Не определено,Мобайл,no,no,3622,2138,5020,1000,1006,67,63957
2020-06-27,google,organic,Не определено,Десктоп,yes,no,2157,386,7070,1412,1120,141,172721
2020-06-27,eLama,cpc,Не определено,Мобайл,no,no,557,348,1210,242,173,16,19021
2020-06-27,admitad,cpa,Не определено,Десктоп,no,no,572,339,300,60,79,10,8651
2020-06-27,google,organic,Не определено,Десктоп,no,no,2510,1077,4860,972,865,93,88734
2020-06-30,yandex,organic,Не определено,Мобайл,no,no,3499,1855,4890,980,1189,82,83014
2020-06-30,google,cpc,Не определено,Мобайл,no,no,2957,1697,4590,916,755,60,56949
2020-06-30,yandex,organic,Доставка есть,Мобайл,yes,no,895,76,2560,512,730,66,74901
2020-06-30,google,organic,Не определено,Мобайл,yes,no,2197,488,6380,1276,1747,103,117415
2020-06-30,admitad,cpa,Не определено,Мобайл,no,no,1781,1057,500,100,181,10,7806
2020-06-30,yandex,organic,Не определено,Десктоп,no,no,2241,1163,4420,884,597,65,74571
2020-06-30,(direct),(none),Не определено,Мобайл,no,no,1680,964,1480,296,369,34,28690
2020-06-30,google,organic,Не определено,Мобайл,no,no,5459,2644,7320,1458,1971,124,109510
2020-06-30,yandex,cpc,Не определено,Мобайл,no,no,3715,2106,5310,1062,988,73,78602
2020-06-30,yandex,organic,Не определено,Мобайл,yes,no,1431,324,4620,924,1154,54,56916
2020-06-30,yandex,organic,Доставка есть,Мобайл,no,no,1105,131,3630,726,767,98,118312
2020-06-30,google,organic,Доставка есть,Мобайл,yes,no,1820,169,5350,1070,1582,139,183744
2020-06-30,yandex,cpc,Доставка есть,Мобайл,no,no,1156,130,3750,748,682,104,134879
2020-06-30,yandex,cpc,Не определено,Мобайл,yes,no,1661,456,5340,1068,1301,58,70221
2020-06-30,eLama,cpc,Не определено,Мобайл,no,no,399,240,760,152,119,10,8281
2020-06-30,yandex,cpc,Не определено,Десктоп,no,no,1033,611,1770,354,277,23,27416
2020-06-30,google,organic,Не определено,Десктоп,no,no,2894,1217,6210,1240,948,110,127582
2020-06-30,google,organic,Не определено,Десктоп,yes,no,2185,422,7790,1558,1117,124,155354
2020-06-30,yandex,cpc,Не определено,Десктоп,yes,no,3284,1101,11360,2274,1331,130,175115
2020-06-30,google,cpc,Не определено,Десктоп,yes,no,1725,583,5850,1170,633,65,85722
2020-06-30,google,organic,Не определено,Десктоп,yes,yes,267,24,810,162,80,8,15265
2020-06-30,google,cpc,Доставка есть,Десктоп,yes,no,764,70,2450,488,489,55,94417
2020-09-02,yandex,cpc,Не определено,Мобайл,no,no,2170,694,1010,202,209,17,15884
2020-09-02,yandex,organic,Не определено,Мобайл,no,no,5513,1217,3670,732,832,59,58816
2020-09-02,google,cpc,Не определено,Мобайл,yes,no,5242,799,3930,786,863,40,37532
2020-09-02,yandex,cpc,Не определено,Мобайл,yes,no,6572,962,4440,888,1079,43,45616
2020-09-02,(direct),(none),Доставка есть,Мобайл,no,no,906,47,1030,206,259,30,30691
2020-09-02,google,organic,Не определено,Мобайл,yes,no,5602,696,4530,906,1377,57,64781
2020-09-02,(direct),(none),Не определено,Мобайл,no,no,3109,1152,1200,238,352,20,16388
2020-09-02,google,cpc,Не определено,Мобайл,no,no,1893,610,890,178,201,15,11454
2020-09-02,google,organic,Не определено,Мобайл,no,no,8231,1911,4200,840,1181,77,65108
2020-09-02,yandex,cpc,Доставка есть,Мобайл,no,no,569,32,680,136,182,16,15834
2020-09-02,cityads,cpa,Доставка есть,Мобайл,yes,no,282,12,310,62,96,8,13221
2020-09-02,yandex,cpc,Доставка есть,Мобайл,yes,no,4240,138,4200,838,1297,72,92410
2020-09-02,google,organic,Не определено,Десктоп,yes,no,2698,434,4250,848,597,64,88199
2020-09-02,google,cpc,Не определено,Десктоп,no,no,524,172,1050,208,82,14,18923
2020-09-02,yandex,cpc,Не определено,Десктоп,no,no,1000,421,1090,212,137,12,19423
2020-09-02,admitad,cpa,Не определено,Десктоп,no,no,435,170,310,60,74,7,6398
2020-09-02,yandex,organic,Не определено,Десктоп,no,no,2370,760,3080,616,333,42,64331
2020-09-02,google,organic,Не определено,Десктоп,no,no,3081,773,3930,786,517,59,76333
2020-09-02,admitad,cpa,Не определено,Десктоп,yes,no,1683,225,2830,562,437,57,63653
2020-09-02,google,cpc,Доставка есть,Десктоп,yes,no,533,32,1030,204,194,15,28042
2020-09-02,yandex,cpc,Не определено,Десктоп,yes,no,3877,770,6970,1388,676,54,80639
2020-06-09,admitad,cpa,Не определено,Мобайл,no,no,1224,745,320,64,130,5,2596
2020-06-09,google,organic,Не определено,Мобайл,no,no,4276,2161,5150,1032,1643,95,85459
2020-06-09,google,cpc,Не определено,Мобайл,no,no,2483,1503,4030,804,859,45,38405
2020-06-09,yandex,organic,Не определено,Мобайл,no,no,2694,1354,3970,794,1154,70,66357
2020-06-09,eLama,cpc,Не определено,Мобайл,no,no,316,195,580,116,103,4,3232
2020-06-09,yandex,organic,Не определено,Десктоп,no,no,1956,1067,3350,672,738,49,46119
2020-06-09,google,organic,Не определено,Десктоп,no,no,2506,1123,4980,996,1129,82,91684
2020-06-09,google,organic,Не определено,Мобайл,yes,no,1460,317,4590,918,1340,67,76290
2020-06-09,google,organic,Доставка есть,Десктоп,yes,no,901,88,2540,508,1005,75,94928
2020-06-09,yandex,cpc,Не определено,Десктоп,no,no,950,557,1900,376,253,18,25760
2020-06-09,yandex,cpc,Не определено,Мобайл,no,no,2635,1504,4500,902,929,48,40379
2020-06-09,(direct),(none),Не определено,Мобайл,no,no,1355,830,1320,270,435,34,27404
2020-06-09,yandex,cpc,Не определено,Мобайл,yes,no,1357,342,4490,894,1147,66,78740
2020-06-09,admitad,cpa,Не определено,Мобайл,yes,no,667,185,1160,232,536,32,40089
2020-06-09,google,organic,Доставка есть,Мобайл,yes,no,1021,98,2850,570,1314,84,103509
2020-06-09,google,cpc,Доставка есть,Мобайл,no,no,1120,149,3650,730,1536,114,143170
2020-06-09,(direct),(none),Не определено,Десктоп,no,no,775,395,1760,350,343,37,42746
2020-06-09,google,cpc,Не определено,Десктоп,yes,no,1213,466,4090,818,713,41,46618
2020-06-09,yandex,cpc,Не определено,Десктоп,yes,no,2588,988,8150,1632,1367,112,146324
2020-06-09,google,cpc,Не определено,Десктоп,no,no,420,251,720,144,180,11,8936
2020-06-09,admitad,cpa,Не определено,Десктоп,yes,no,920,232,2310,464,629,57,70647
2020-06-09,google,organic,Не определено,Десктоп,no,yes,123,25,360,72,60,4,6229
2020-06-09,yandex,cpc,Доставка есть,Десктоп,yes,no,1562,169,5210,1042,1917,125,180153
2020-06-09,yandex,organic,Не определено,Десктоп,yes,no,917,198,3550,710,630,48,63432
2020-06-09,google,organic,Не определено,Десктоп,yes,no,1510,292,5270,1052,1246,94,117575
